CODE,NAME
9432,ＮＴＴ(株)
8918,(株)ランド
1360,日経平均ベア2倍上場投信
4564,オンコセラピー・サイエンス(株)
5803,(株)フジクラ
6740,(株)ジャパンディスプレイ
9434,ソフトバンク(株)
9984,ソフトバンクグループ(株)
8729,ソニーフィナンシャルグループ(株)
7201,日産自動車(株)
4597,ソレイジア・ファーマ(株)
7267,ホンダ
3350,(株)メタプラネット
8306,(株)三菱ＵＦＪフィナンシャル・グループ
9501,東京電力ホールディングス(株)
7203,トヨタ自動車(株)
285A,キオクシアホールディングス(株)
5401,日本製鉄(株)
6758,ソニーグループ(株)
5016,ＪＸ金属(株)
4005,住友化学(株)
4755,楽天グループ(株)
7272,ヤマハ発動機(株)
7011,三菱重工業(株)
3656,ＫＬａｂ(株)
7013,(株)ＩＨＩ
1579,日経平均ブル2倍上場投信
8750,(株)第一ライフグループ
4689,ＬＩＮＥヤフー(株)
6723,ルネサスエレクトロニクス(株)
6526,(株)ソシオネクスト
7270,(株)ＳＵＢＡＲＵ
1459,楽天 ETF-日経ダブルインバース指数連動型
8801,三井不動産(株)
3436,(株)ＳＵＭＣＯ
8001,伊藤忠商事(株)
7211,三菱自動車(株)
2181,パーソルホールディングス(株)
8136,(株)サンリオ
186A,(株)アストロスケールホールディングス
543A,ＡＲＣＨＩＯＮ(株)
8316,(株)三井住友フィナンシャルグループ
1306,(NEXT FUNDS)TOPIX連動型上場投信
6501,(株)日立製作所
6752,パナソニック　ホールディングス(株)
9433,ＫＤＤＩ(株)
6954,ファナック(株)
6762,ＴＤＫ(株)
6594,ニデック(株)
6472,ＮＴＮ(株)
