CODE,NAME
8918,(株)ランド
9432,ＮＴＴ(株)
1360,日経平均ベア2倍上場投信
6740,(株)ジャパンディスプレイ
4597,ソレイジア・ファーマ(株)
9984,ソフトバンクグループ(株)
4564,オンコセラピー・サイエンス(株)
8729,ソニーフィナンシャルグループ(株)
5803,(株)フジクラ
9434,ソフトバンク(株)
9501,東京電力ホールディングス(株)
3823,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ(株)
285A,キオクシアホールディングス(株)
7201,日産自動車(株)
8306,(株)三菱ＵＦＪフィナンシャル・グループ
5016,ＪＸ金属(株)
7267,ホンダ
7011,三菱重工業(株)
5401,日本製鉄(株)
3936,(株)グローバルウェイ
6723,ルネサスエレクトロニクス(株)
4506,住友ファーマ(株)
3350,(株)メタプラネット
7203,トヨタ自動車(株)
3103,ユニチカ(株)
6762,ＴＤＫ(株)
7211,三菱自動車(株)
7013,(株)ＩＨＩ
1579,日経平均ブル2倍上場投信
8136,(株)サンリオ
3070,(株)ジェリービーンズグループ
186A,(株)アストロスケールホールディングス
4689,ＬＩＮＥヤフー(株)
6629,テクノホライゾン(株)
6758,ソニーグループ(株)
3697,(株)ＳＨＩＦＴ
4755,楽天グループ(株)
8001,伊藤忠商事(株)
7012,川崎重工業(株)
6613,(株)ＱＤレーザ
6981,(株)村田製作所
8308,(株)りそなホールディングス
1605,(株)ＩＮＰＥＸ
3436,(株)ＳＵＭＣＯ
4063,信越化学工業(株)
6501,(株)日立製作所
1306,(NEXT FUNDS)TOPIX連動型上場投信
8801,三井不動産(株)
6752,パナソニック　ホールディングス(株)
8058,三菱商事(株)
