CODE,NAME
8918,(株)ランド
1360,日経平均ベア2倍上場投信
9432,ＮＴＴ(株)
4564,オンコセラピー・サイエンス(株)
8729,ソニーフィナンシャルグループ(株)
9434,ソフトバンク(株)
4597,ソレイジア・ファーマ(株)
9984,ソフトバンクグループ(株)
285A,キオクシアホールディングス(株)
8306,(株)三菱ＵＦＪフィナンシャル・グループ
5803,(株)フジクラ
9501,東京電力ホールディングス(株)
8136,(株)サンリオ
6981,(株)村田製作所
3436,(株)ＳＵＭＣＯ
5401,日本製鉄(株)
6976,太陽誘電(株)
3350,(株)メタプラネット
6506,(株)安川電機
5016,ＪＸ金属(株)
6740,(株)ジャパンディスプレイ
7203,トヨタ自動車(株)
7201,日産自動車(株)
5801,古河電気工業(株)
7267,ホンダ
5802,住友電気工業(株)
5240,ｍｏｎｏＡＩ　ｔｅｃｈｎｏｌｏｇｙ(株)
1615,(NEXT FUNDS)東証銀行業株価指数連動型上場投信
1459,楽天 ETF-日経ダブルインバース指数連動型
7211,三菱自動車(株)
3664,(株)ＷＩＺＥ
4755,楽天グループ(株)
4005,住友化学(株)
1357,(NEXT FUNDS) 日経ダブルインバース上場投信
7012,川崎重工業(株)
1579,日経平均ブル2倍上場投信
6758,ソニーグループ(株)
6752,パナソニック　ホールディングス(株)
8001,伊藤忠商事(株)
6762,ＴＤＫ(株)
6723,ルネサスエレクトロニクス(株)
1306,(NEXT FUNDS)TOPIX連動型上場投信
7011,三菱重工業(株)
4689,ＬＩＮＥヤフー(株)
4661,(株)オリエンタルランド
8316,(株)三井住友フィナンシャルグループ
8053,住友商事(株)
6993,大黒屋ホールディングス(株)
8750,(株)第一ライフグループ
7453,(株)良品計画
