CODE,NAME
1360,日経平均ベア2倍上場投信
9432,ＮＴＴ(株)
8918,(株)ランド
4564,オンコセラピー・サイエンス(株)
4597,ソレイジア・ファーマ(株)
9984,ソフトバンクグループ(株)
6740,(株)ジャパンディスプレイ
9434,ソフトバンク(株)
8729,ソニーフィナンシャルグループ(株)
5803,(株)フジクラ
6981,(株)村田製作所
6659,(株)メディアリンクス
8306,(株)三菱ＵＦＪフィナンシャル・グループ
285A,キオクシアホールディングス(株)
3350,(株)メタプラネット
8058,三菱商事(株)
186A,(株)アストロスケールホールディングス
7201,日産自動車(株)
5401,日本製鉄(株)
9501,東京電力ホールディングス(株)
7011,三菱重工業(株)
7203,トヨタ自動車(株)
6762,ＴＤＫ(株)
6758,ソニーグループ(株)
8136,(株)サンリオ
6976,太陽誘電(株)
6178,日本郵政(株)
6723,ルネサスエレクトロニクス(株)
5856,(株)エルアイイーエイチ
6501,(株)日立製作所
3656,ＫＬａｂ(株)
7267,ホンダ
5016,ＪＸ金属(株)
7532,(株)パン・パシフィック・インターナショナルホールディングス
1579,日経平均ブル2倍上場投信
4755,楽天グループ(株)
7013,(株)ＩＨＩ
8316,(株)三井住友フィナンシャルグループ
4392,ＦＩＧ(株)
7211,三菱自動車(株)
1459,楽天 ETF-日経ダブルインバース指数連動型
8001,伊藤忠商事(株)
8411,(株)みずほフィナンシャルグループ
9348,(株)ｉｓｐａｃｅ
4689,ＬＩＮＥヤフー(株)
2586,(株)フルッタフルッタ
3777,(株)環境フレンドリーホールディングス
8604,野村ホールディングス(株)
6702,富士通(株)
1306,(NEXT FUNDS)TOPIX連動型上場投信
